,id,year,brand,model,description,price,odometer,bodytype,cylinder,volume,turbo,fueltype,hybrid,electric,state,url
0,OAG-AD-21009111,2017,alfa romeo,giulietta,super auto,31900,21547.0,hatch,4,1.4,True,petrol,False,False,SA,/cars/details/2017-alfa-romeo-giulietta-super-auto/OAG-AD-21009111/?Cr=0
1,OAG-AD-20997418,2018,alfa romeo,giulia,veloce auto,57990,19120.0,sedan,4,2.0,True,petrol,False,False,VIC,/cars/details/2018-alfa-romeo-giulia-veloce-auto/OAG-AD-20997418/?Cr=1
2,OAG-AD-20505031,2021,alfa romeo,stelvio,quadrifoglio auto awd my21,176388,2021.0,suv,6,2.9,True,petrol,False,False,NSW,/cars/details/2021-alfa-romeo-stelvio-quadrifoglio-auto-awd-my21/OAG-AD-20505031/?Cr=2
3,OAG-AD-20409644,1966,alfa romeo,giulia,super manual,89899,8325.0,sedan,4,1600.0,False,petrol,False,False,SA,/cars/details/1966-alfa-romeo-giulia-super-manual/OAG-AD-20409644/?Cr=3
4,OAG-AD-20853662,2015,alfa romeo,giulietta,distinctive auto,18999,51565.0,hatch,4,1.4,True,petrol,False,False,WA,/cars/details/2015-alfa-romeo-giulietta-distinctive-auto/OAG-AD-20853662/?Cr=4
5,SSE-AD-12755084,1974,alfa romeo,2000,gt veloce manual,72500,87719.0,coupe,4,2000.0,False,petrol,False,False,QLD,/cars/details/1974-alfa-romeo-2000-gt-veloce-manual/SSE-AD-12755084/?Cr=5
6,OAG-AD-20603382,2016,alfa romeo,giulia,veloce auto,46990,72317.0,sedan,4,2.0,True,petrol,False,False,QLD,/cars/details/2016-alfa-romeo-giulia-veloce-auto/OAG-AD-20603382/?Cr=6
7,OAG-AD-20903449,2021,alfa romeo,giulia,sport auto my21,67274,2021.0,sedan,4,2.0,True,petrol,False,False,ACT,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/OAG-AD-20903449/?Cr=7
8,OAG-AD-20822804,2017,alfa romeo,giulia,quadrifoglio auto,105990,26352.0,sedan,6,2.9,True,petrol,False,False,NSW,/cars/details/2017-alfa-romeo-giulia-quadrifoglio-auto/OAG-AD-20822804/?Cr=8
9,OAG-AD-20955203,2022,alfa romeo,giulia,quadrifoglio auto my22,160351,2022.0,sedan,6,2.9,True,petrol,False,False,WA,/cars/details/2022-alfa-romeo-giulia-quadrifoglio-auto-my22/OAG-AD-20955203/?Cr=9
10,OAG-AD-20794100,2017,alfa romeo,giulietta,super auto,32290,50200.0,hatch,4,1.4,True,petrol,False,False,NSW,/cars/details/2017-alfa-romeo-giulietta-super-auto/OAG-AD-20794100/?Cr=12
11,OAG-AD-20813439,2021,alfa romeo,stelvio,sport auto awd my21,74760,2021.0,suv,4,2.0,True,petrol,False,False,VIC,/cars/details/2021-alfa-romeo-stelvio-sport-auto-awd-my21/OAG-AD-20813439/?Cr=13
12,SSE-AD-13076646,2015,alfa romeo,giulietta,distinctive auto,24500,32000.0,hatch,4,1.4,True,petrol,False,False,VIC,/cars/details/2015-alfa-romeo-giulietta-distinctive-auto/SSE-AD-13076646/?Cr=14
13,OAG-AD-20762221,2017,alfa romeo,giulia,quadrifoglio auto,107990,49203.0,sedan,6,2.9,True,petrol,False,False,VIC,/cars/details/2017-alfa-romeo-giulia-quadrifoglio-auto/OAG-AD-20762221/?Cr=15
14,OAG-AD-21000541,2022,alfa romeo,giulia,veloce auto my22,78900,2022.0,sedan,4,2.0,True,petrol,False,False,QLD,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/OAG-AD-21000541/?Cr=16
15,OAG-AD-20822904,2013,alfa romeo,giulietta,distinctive jtd-m auto my13,14990,92396.0,hatch,4,2.0,True,diesel,False,False,NSW,/cars/details/2013-alfa-romeo-giulietta-distinctive-jtd-m-auto-my13/OAG-AD-20822904/?Cr=17
16,OAG-AD-21000495,2022,alfa romeo,giulia,veloce auto my22,80900,2022.0,sedan,4,2.0,True,petrol,False,False,VIC,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/OAG-AD-21000495/?Cr=18
17,OAG-AD-21000590,2022,alfa romeo,stelvio,veloce auto awd my22,95700,2022.0,suv,4,2.0,True,petrol,False,False,NSW,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-21000590/?Cr=24
18,OAG-AD-20938344,2022,alfa romeo,stelvio,quadrifoglio auto awd my22,175888,2022.0,suv,6,2.9,True,petrol,False,False,NSW,/cars/details/2022-alfa-romeo-stelvio-quadrifoglio-auto-awd-my22/OAG-AD-20938344/?Cr=25
19,OAG-AD-21000672,2022,alfa romeo,stelvio,veloce auto awd my22,90900,2022.0,suv,4,2.0,True,petrol,False,False,VIC,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-21000672/?Cr=26
20,OAG-AD-20764332,2018,alfa romeo,4c,auto,119990,14765.0,coupe,4,1.7,True,petrol,False,False,NSW,/cars/details/2018-alfa-romeo-4c-auto/OAG-AD-20764332/?Cr=27
21,OAG-AD-21000569,2022,alfa romeo,stelvio,veloce auto awd my22,93900,2022.0,suv,4,2.0,True,petrol,False,False,VIC,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-21000569/?Cr=28
22,OAG-AD-19997457,2021,alfa romeo,stelvio,quadrifoglio auto awd my21,165584,2021.0,suv,6,2.9,True,petrol,False,False,QLD,/cars/details/2021-alfa-romeo-stelvio-quadrifoglio-auto-awd-my21/OAG-AD-19997457/?Cr=29
23,SSE-AD-13404782,2015,alfa romeo,giulietta,quadrifoglio verde auto,25900,64000.0,hatch,4,1.8,True,petrol,False,False,SA,/cars/details/2015-alfa-romeo-giulietta-quadrifoglio-verde-auto/SSE-AD-13404782/?Cr=36
24,OAG-AD-21004649,2008,alfa romeo,147,selespeed auto my05,12999,45037.0,hatch,4,2.0,False,petrol,False,False,QLD,/cars/details/2008-alfa-romeo-147-selespeed-auto-my05/OAG-AD-21004649/?Cr=37
25,OAG-AD-20796307,2019,alfa romeo,stelvio,auto awd,51888,63199.0,suv,4,2.2,True,diesel,False,False,VIC,/cars/details/2019-alfa-romeo-stelvio-auto-awd/OAG-AD-20796307/?Cr=38
26,OAG-AD-20931851,2022,alfa romeo,stelvio,veloce auto awd my22,94888,20.0,suv,4,2.0,True,petrol,False,False,NSW,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-20931851/?Cr=39
27,SSE-AD-12144911,2005,alfa romeo,147,gta monza auto,20800,162000.0,hatch,6,3.2,False,petrol,False,False,NSW,/cars/details/2005-alfa-romeo-147-gta-monza-auto/SSE-AD-12144911/?Cr=40
28,OAG-AD-20526005,2021,alfa romeo,stelvio,veloce auto awd my21,89990,2050.0,suv,4,2.0,True,petrol,False,False,VIC,/cars/details/2021-alfa-romeo-stelvio-veloce-auto-awd-my21/OAG-AD-20526005/?Cr=41
29,OAG-AD-20892705,2020,alfa romeo,giulia,sport auto my20,66370,2020.0,sedan,4,2.0,True,petrol,False,False,QLD,/cars/details/2020-alfa-romeo-giulia-sport-auto-my20/OAG-AD-20892705/?Cr=42
30,OAG-AD-20787590,2014,alfa romeo,giulietta,distinctive auto,11990,120001.0,hatch,4,1.4,True,petrol,False,False,VIC,/cars/details/2014-alfa-romeo-giulietta-distinctive-auto/OAG-AD-20787590/?Cr=43
31,OAG-AD-20694839,2019,alfa romeo,giulia,quadrifoglio auto my19,103800,47500.0,sedan,6,2.9,True,petrol,False,False,VIC,/cars/details/2019-alfa-romeo-giulia-quadrifoglio-auto-my19/OAG-AD-20694839/?Cr=44
32,OAG-AD-20814336,2018,alfa romeo,stelvio,auto awd,54888,38825.0,suv,4,2.0,True,petrol,False,False,VIC,/cars/details/2018-alfa-romeo-stelvio-auto-awd/OAG-AD-20814336/?Cr=45
33,OAG-AD-20948652,2022,alfa romeo,stelvio,veloce auto awd my22,97990,586.0,suv,4,2.0,True,petrol,False,False,VIC,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-20948652/?Cr=46
34,OAG-AD-20713341,2019,alfa romeo,stelvio,auto awd,53999,28740.0,suv,4,2.2,True,diesel,False,False,WA,/cars/details/2019-alfa-romeo-stelvio-auto-awd/OAG-AD-20713341/?Cr=48
35,OAG-AD-20927507,2018,alfa romeo,giulia,auto,39888,36585.0,sedan,4,2.0,True,petrol,False,False,VIC,/cars/details/2018-alfa-romeo-giulia-auto/OAG-AD-20927507/?Cr=49
36,OAG-AD-20990765,2018,alfa romeo,stelvio,ti auto awd,59800,41833.0,suv,4,2.0,True,petrol,False,False,QLD,/cars/details/2018-alfa-romeo-stelvio-ti-auto-awd/OAG-AD-20990765/?Cr=50
37,OAG-AD-20859472,1959,alfa romeo,giulietta,sprint manual,124995,28513.0,coupe,4,1.3,False,petrol,False,False,NSW,/cars/details/1959-alfa-romeo-giulietta-sprint-manual/OAG-AD-20859472/?Cr=51
38,SSE-AD-13181536,2011,alfa romeo,giulietta,qv manual,10700,126100.0,hatch,4,1.7,True,petrol,False,False,NSW,/cars/details/2011-alfa-romeo-giulietta-qv-manual/SSE-AD-13181536/?Cr=52
39,OAG-AD-20941523,2015,alfa romeo,giulietta,distinctive auto,24990,109413.0,hatch,4,1.4,True,petrol,False,False,QLD,/cars/details/2015-alfa-romeo-giulietta-distinctive-auto/OAG-AD-20941523/?Cr=53
40,OAG-AD-21000485,2022,alfa romeo,giulia,veloce auto my22,83900,2022.0,sedan,4,2.0,True,petrol,False,False,SA,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/OAG-AD-21000485/?Cr=54
41,OAG-AD-20813401,2021,alfa romeo,giulia,sport auto my21,64950,2020.0,sedan,4,2.0,True,petrol,False,False,NSW,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/OAG-AD-20813401/?Cr=55
42,OAG-AD-20813234,2017,alfa romeo,stelvio,first edition auto awd,51900,60588.0,suv,4,2.0,True,petrol,False,False,WA,/cars/details/2017-alfa-romeo-stelvio-first-edition-auto-awd/OAG-AD-20813234/?Cr=56
43,SSE-AD-7320384,1965,alfa romeo,2600,sprint manual,135000,61883.0,coupe,6,2600.0,False,petrol,False,False,WA,/cars/details/1965-alfa-romeo-2600-sprint-manual/SSE-AD-7320384/?Cr=60
44,OAG-AD-20811573,2014,alfa romeo,giulietta,progression auto,19990,92247.0,hatch,4,1.4,True,petrol,False,False,VIC,/cars/details/2014-alfa-romeo-giulietta-progression-auto/OAG-AD-20811573/?Cr=61
45,OAG-AD-20986245,2019,alfa romeo,stelvio,quadrifoglio auto awd,117990,22500.0,suv,6,2.9,True,petrol,False,False,WA,/cars/details/2019-alfa-romeo-stelvio-quadrifoglio-auto-awd/OAG-AD-20986245/?Cr=62
46,OAG-AD-20935236,2022,alfa romeo,giulia,veloce auto my22,84855,2022.0,sedan,4,2.0,True,petrol,False,False,QLD,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/OAG-AD-20935236/?Cr=63
47,OAG-AD-20866322,2010,alfa romeo,mito,manual,8650,112185.0,hatch,4,1.4,True,petrol,False,False,NSW,/cars/details/2010-alfa-romeo-mito-manual/OAG-AD-20866322/?Cr=64
48,OAG-AD-21000558,2022,alfa romeo,giulia,veloce auto my22,84900,2022.0,sedan,4,2.0,True,petrol,False,False,QLD,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/OAG-AD-21000558/?Cr=65
49,OAG-AD-20876371,2021,alfa romeo,stelvio,veloce auto awd my21,82888,2975.0,suv,4,2.0,True,petrol,False,False,SA,/cars/details/2021-alfa-romeo-stelvio-veloce-auto-awd-my21/OAG-AD-20876371/?Cr=66
50,OAG-AD-21010441,2018,alfa romeo,stelvio,ti auto awd,60900,29727.0,suv,4,2.0,True,petrol,False,False,QLD,/cars/details/2018-alfa-romeo-stelvio-ti-auto-awd/OAG-AD-21010441/?Cr=67
51,SSE-AD-13394445,2006,alfa romeo,159,jtd manual,8500,196000.0,sedan,5,2.4,True,diesel,False,False,QLD,/cars/details/2006-alfa-romeo-159-jtd-manual/SSE-AD-13394445/?Cr=68
52,OAG-AD-20964666,2017,alfa romeo,giulia,super auto,38800,72300.0,sedan,4,2.0,True,petrol,False,False,NSW,/cars/details/2017-alfa-romeo-giulia-super-auto/OAG-AD-20964666/?Cr=69
53,OAG-AD-20233839,2021,alfa romeo,stelvio,veloce auto awd my21,77990,200.0,suv,4,2.0,True,petrol,False,False,QLD,/cars/details/2021-alfa-romeo-stelvio-veloce-auto-awd-my21/OAG-AD-20233839/?Cr=72
54,OAG-AD-20968927,2013,alfa romeo,giulietta,distinctive auto my12,17590,35030.0,hatch,4,1.4,True,petrol,False,False,QLD,/cars/details/2013-alfa-romeo-giulietta-distinctive-auto-my12/OAG-AD-20968927/?Cr=73
55,OAG-AD-20613982,2013,alfa romeo,mito,progression auto,11850,66469.0,hatch,4,1.4,True,petrol,False,False,VIC,/cars/details/2013-alfa-romeo-mito-progression-auto/OAG-AD-20613982/?Cr=74
56,OAG-AD-20920459,2019,alfa romeo,stelvio,quadrifoglio auto awd,116980,5565.0,suv,6,2.9,True,petrol,False,False,SA,/cars/details/2019-alfa-romeo-stelvio-quadrifoglio-auto-awd/OAG-AD-20920459/?Cr=75
57,OAG-AD-20905677,1970,alfa romeo,1750,gt veloce manual,149995,91947.0,coupe,4,1750.0,False,petrol,False,False,NSW,/cars/details/1970-alfa-romeo-1750-gt-veloce-manual/OAG-AD-20905677/?Cr=76
58,OAG-AD-20867517,2022,alfa romeo,stelvio,veloce auto awd my22,False,,,4,1.4,True,petrol,False,False,VIC,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-20867517/?Cr=77
59,OAG-AD-20965761,2015,alfa romeo,mito,distinctive auto,15500,40970.0,hatch,4,2.0,True,petrol,False,False,QLD,/cars/details/2015-alfa-romeo-mito-distinctive-auto/OAG-AD-20965761/?Cr=78
60,OAG-AD-20939406,2022,alfa romeo,stelvio,veloce auto awd my22,96291,2022.0,suv,4,2.0,True,petrol,False,False,SA,/cars/details/2022-alfa-romeo-stelvio-veloce-auto-awd-my22/OAG-AD-20939406/?Cr=79
61,OAG-AD-20957746,2021,alfa romeo,stelvio,veloce auto awd my21,87900,786.0,suv,4,2.0,True,petrol,False,False,VIC,/cars/details/2021-alfa-romeo-stelvio-veloce-auto-awd-my21/OAG-AD-20957746/?Cr=80
62,SSE-AD-13315362,2018,alfa romeo,giulia,veloce auto,55000,48436.0,sedan,4,2.0,True,petrol,False,False,SA,/cars/details/2018-alfa-romeo-giulia-veloce-auto/SSE-AD-13315362/?Cr=81
63,SHRM-AD-6293477,2022,alfa romeo,giulia,quadrifoglio auto my22,166478,,,4,1.4,True,petrol,False,False,SA,/cars/details/2022-alfa-romeo-giulia-quadrifoglio-auto-my22/SHRM-AD-6293477/?Cr=84
64,SSE-AD-6106374,2016,alfa romeo,giulietta,progression manual,23700,30000.0,hatch,4,2.0,True,petrol,False,False,VIC,/cars/details/2016-alfa-romeo-giulietta-progression-manual/SSE-AD-6106374/?Cr=85
65,SHRM-AD-6293467,2022,alfa romeo,stelvio,quadrifoglio auto awd my22,181738,,,4,2.0,True,petrol,False,False,TAS,/cars/details/2022-alfa-romeo-stelvio-quadrifoglio-auto-awd-my22/SHRM-AD-6293467/?Cr=86
66,SHRM-AD-6287234,2021,alfa romeo,giulia,sport auto my21,73086,,,4,1.75,True,petrol,False,False,NSW,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/SHRM-AD-6287234/?Cr=87
67,OAG-AD-20567969,2021,alfa romeo,stelvio,sport auto awd my21,74990,1753.0,suv,4,1.7,True,petrol,False,False,VIC,/cars/details/2021-alfa-romeo-stelvio-sport-auto-awd-my21/OAG-AD-20567969/?Cr=88
68,OAG-AD-20948862,2022,alfa romeo,giulia,veloce auto my22,86990,2022.0,sedan,6,3.0,False,petrol,False,False,NSW,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/OAG-AD-20948862/?Cr=89
69,OAG-AD-20990250,2016,alfa romeo,giulietta,veloce auto,31990,79880.0,hatch,6,3.0,False,petrol,False,False,VIC,/cars/details/2016-alfa-romeo-giulietta-veloce-auto/OAG-AD-20990250/?Cr=90
70,SHRM-AD-6287226,2021,alfa romeo,giulia,veloce auto my21,81631,,,4,2.0,True,petrol,False,False,NSW,/cars/details/2021-alfa-romeo-giulia-veloce-auto-my21/SHRM-AD-6287226/?Cr=96
71,OAG-AD-20613715,2016,alfa romeo,giulia,super auto,49990,16279.0,sedan,6,3.2,False,petrol,False,False,NSW,/cars/details/2016-alfa-romeo-giulia-super-auto/OAG-AD-20613715/?Cr=97
72,SSE-AD-12262506,2004,alfa romeo,147,gta selespeed auto,17000,173500.0,hatch,4,2.0,True,petrol,False,False,VIC,/cars/details/2004-alfa-romeo-147-gta-selespeed-auto/SSE-AD-12262506/?Cr=98
73,OAG-AD-20617454,2021,alfa romeo,giulia,sport auto my21,71990,4779.0,sedan,6,2.9,True,petrol,False,False,NSW,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/OAG-AD-20617454/?Cr=99
74,SHRM-AD-594544,2022,alfa romeo,giulia,veloce auto my22,81253,,,4,2.2,False,petrol,False,False,VIC,/cars/details/2022-alfa-romeo-giulia-veloce-auto-my22/SHRM-AD-594544/?Cr=100
75,SSE-AD-13391503,2017,alfa romeo,giulia,quadrifoglio auto,99000,48000.0,sedan,4,1.4,True,petrol,False,False,TAS,/cars/details/2017-alfa-romeo-giulia-quadrifoglio-auto/SSE-AD-13391503/?Cr=101
76,SHRM-AD-6293473,2022,alfa romeo,giulia,quadrifoglio auto my22,168658,,,4,1.75,True,petrol,False,False,VIC,/cars/details/2022-alfa-romeo-giulia-quadrifoglio-auto-my22/SHRM-AD-6293473/?Cr=108
77,SSE-AD-13396574,2017,alfa romeo,giulietta,veloce auto,32500,75600.0,hatch,4,1.7,True,petrol,False,False,WA,/cars/details/2017-alfa-romeo-giulietta-veloce-auto/SSE-AD-13396574/?Cr=109
78,SHRM-AD-6287233,2021,alfa romeo,giulia,sport auto my21,73086,,,4,2.0,True,petrol,False,False,VIC,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/SHRM-AD-6287233/?Cr=110
79,SHRM-AD-6287227,2021,alfa romeo,giulia,veloce auto my21,81631,,,4,2.0,True,petrol,False,False,QLD,/cars/details/2021-alfa-romeo-giulia-veloce-auto-my21/SHRM-AD-6287227/?Cr=111
80,SHRM-AD-6287277,2021,alfa romeo,stelvio,sport auto awd my21,79836,,,6,2.9,True,petrol,False,False,VIC,/cars/details/2021-alfa-romeo-stelvio-sport-auto-awd-my21/SHRM-AD-6287277/?Cr=120
81,SHRM-AD-6287275,2021,alfa romeo,stelvio,sport auto awd my21,79836,,,6,2.9,True,petrol,False,False,NSW,/cars/details/2021-alfa-romeo-stelvio-sport-auto-awd-my21/SHRM-AD-6287275/?Cr=121
82,OAG-AD-20929458,2019,alfa romeo,stelvio,quadrifoglio auto awd,106705,63120.0,suv,4,1.8,True,petrol,False,False,NSW,/cars/details/2019-alfa-romeo-stelvio-quadrifoglio-auto-awd/OAG-AD-20929458/?Cr=122
83,OAG-AD-20666174,2017,alfa romeo,giulia,quadrifoglio auto,89888,75149.0,sedan,4,1.75,True,petrol,False,False,VIC,/cars/details/2017-alfa-romeo-giulia-quadrifoglio-auto/OAG-AD-20666174/?Cr=123
84,OAG-AD-20989517,2015,alfa romeo,giulietta,quadrifoglio verde auto,23888,72738.0,hatch,4,2.0,False,petrol,False,False,NSW,/cars/details/2015-alfa-romeo-giulietta-quadrifoglio-verde-auto/OAG-AD-20989517/?Cr=124
85,OAG-AD-20556859,2017,alfa romeo,giulietta,veloce auto,27888,82601.0,hatch,6,3.2,False,petrol,False,False,VIC,/cars/details/2017-alfa-romeo-giulietta-veloce-auto/OAG-AD-20556859/?Cr=125
86,SHRM-AD-6287222,2021,alfa romeo,giulia,quadrifoglio auto my21,154827,,,4,2.2,False,petrol,False,False,VIC,/cars/details/2021-alfa-romeo-giulia-quadrifoglio-auto-my21/SHRM-AD-6287222/?Cr=126
87,SHRM-AD-6287267,2021,alfa romeo,stelvio,quadrifoglio auto awd my21,168757,,,4,2.0,True,petrol,False,False,NSW,/cars/details/2021-alfa-romeo-stelvio-quadrifoglio-auto-awd-my21/SHRM-AD-6287267/?Cr=132
88,SHRM-AD-6293469,2022,alfa romeo,stelvio,quadrifoglio auto awd my22,177378,,,4,1.5,False,petrol,False,False,ACT,/cars/details/2022-alfa-romeo-stelvio-quadrifoglio-auto-awd-my22/SHRM-AD-6293469/?Cr=133
89,SHRM-AD-6287218,2021,alfa romeo,giulia,quadrifoglio auto my21,156753,,,4,1.4,True,petrol,False,False,VIC,/cars/details/2021-alfa-romeo-giulia-quadrifoglio-auto-my21/SHRM-AD-6287218/?Cr=144
90,SHRM-AD-6287230,2021,alfa romeo,giulia,sport auto my21,73086,,,4,1.7,True,petrol,False,False,VIC,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/SHRM-AD-6287230/?Cr=145
91,SHRM-AD-6287225,2021,alfa romeo,giulia,veloce auto my21,81631,,,4,2.0,True,petrol,False,False,VIC,/cars/details/2021-alfa-romeo-giulia-veloce-auto-my21/SHRM-AD-6287225/?Cr=146
92,OAG-AD-20870563,2015,alfa romeo,giulietta,distinctive auto,22690,59021.0,hatch,4,2000.0,False,petrol,False,False,NSW,/cars/details/2015-alfa-romeo-giulietta-distinctive-auto/OAG-AD-20870563/?Cr=147
93,SHRM-AD-6287272,2021,alfa romeo,stelvio,veloce auto awd my21,89953,,,4,2.2,False,petrol,False,False,VIC,/cars/details/2021-alfa-romeo-stelvio-veloce-auto-awd-my21/SHRM-AD-6287272/?Cr=156
94,SHRM-AD-6287236,2021,alfa romeo,giulia,sport auto my21,71643,,,4,1.8,True,petrol,False,False,ACT,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/SHRM-AD-6287236/?Cr=157
95,SHRM-AD-6287271,2021,alfa romeo,stelvio,quadrifoglio auto awd my21,166427,,,4,1750.0,False,petrol,False,False,QLD,/cars/details/2021-alfa-romeo-stelvio-quadrifoglio-auto-awd-my21/SHRM-AD-6287271/?Cr=158
96,SHRM-AD-6287231,2021,alfa romeo,giulia,sport auto my21,73086,,,4,1.4,True,petrol,False,False,NSW,/cars/details/2021-alfa-romeo-giulia-sport-auto-my21/SHRM-AD-6287231/?Cr=159
